|            chances | eromapper_idx |        ra |       dec | best_z | best_zerr | best_z_type | lambda | lambda_e | dist (arcmin) | dist (Mpc) | dist (r200) |
| PSZ2 G205.93-39.64 |       3214727 |  64.52392 | -11.98753 | 0.4447 |    0.0142 |     photo_z |    6.7 |      1.5 |          8.84 |       3.13 |        1.20 |
| PSZ2 G205.93-39.64 |        414437 |  64.26572 | -11.73563 | 0.4609 |    0.0127 |     photo_z |    3.9 |      1.3 |         12.66 |       4.48 |        1.72 |
| PSZ2 G205.93-39.64 |        355388 |  64.62417 | -11.77117 | 0.4852 |    0.0121 |     photo_z |    5.1 |      1.4 |         14.85 |       5.25 |        2.01 |
| PSZ2 G205.93-39.64 |       1044242 |  64.29564 | -11.63403 | 0.3965 |    0.0192 |     photo_z |    5.6 |      2.1 |         17.00 |       6.01 |        2.30 |
| PSZ2 G205.93-39.64 |       2972398 |  64.22612 | -12.12088 | 0.4658 |    0.0123 |     photo_z |    7.6 |      1.7 |         17.13 |       6.06 |        2.32 |
| PSZ2 G205.93-39.64 |        315258 |  64.36705 | -11.61101 | 0.4748 |    0.0129 |     photo_z |    3.1 |      1.0 |         17.25 |       6.10 |        2.34 |
| PSZ2 G205.93-39.64 |       1892176 |  64.71024 | -11.86872 | 0.4783 |    0.0140 |     photo_z |    3.4 |      0.9 |         17.95 |       6.35 |        2.43 |
| PSZ2 G205.93-39.64 |        166991 |  64.26947 | -11.61723 | 0.4545 |    0.0151 |     photo_z |    3.5 |      1.4 |         18.55 |       6.56 |        2.51 |
| PSZ2 G205.93-39.64 |       2316954 |  64.19345 | -11.61316 | 0.4470 |    0.0125 |     photo_z |    9.5 |      2.6 |         21.06 |       7.45 |        2.85 |
| PSZ2 G205.93-39.64 |        141384 |  64.71728 | -11.69756 | 0.4483 |    0.0111 |     photo_z |   17.0 |      3.3 |         21.83 |       7.72 |        2.96 |
| PSZ2 G205.93-39.64 |       1224285 |  64.50178 | -12.27754 | 0.4169 |    0.0217 |     photo_z |    4.0 |      1.2 |         23.57 |       8.34 |        3.19 |
| PSZ2 G205.93-39.64 |       2724985 |  64.00282 | -12.00045 | 0.4877 |    0.0146 |     photo_z |    3.9 |      1.0 |         24.47 |       8.66 |        3.32 |
| PSZ2 G205.93-39.64 |       2498292 |  64.63576 | -12.23834 | 0.4398 |    0.0143 |     photo_z |    8.2 |      3.2 |         24.57 |       8.69 |        3.33 |
| PSZ2 G205.93-39.64 |       2795206 |  64.10258 | -12.18501 | 0.4827 |    0.0118 |     photo_z |    8.5 |      1.7 |         24.85 |       8.79 |        3.37 |
| PSZ2 G205.93-39.64 |       1670169 |  64.80134 | -11.74763 | 0.4670 |    0.0137 |     photo_z |    4.5 |      1.2 |         24.87 |       8.80 |        3.37 |
| PSZ2 G205.93-39.64 |       3091274 |  64.89439 | -11.87799 | 0.4643 |    0.0145 |     photo_z |    4.9 |      1.3 |         28.71 |      10.15 |        3.89 |
| PSZ2 G205.93-39.64 |       2184916 |  64.64961 | -12.32478 | 0.4910 |    0.0130 |     photo_z |    3.3 |      1.2 |         29.43 |      10.41 |        3.99 |
| PSZ2 G205.93-39.64 |        590138 |  64.20292 | -11.43549 | 0.3954 |    0.0190 |     photo_z |    4.2 |      1.3 |         30.09 |      10.64 |        4.08 |
| PSZ2 G205.93-39.64 |        508492 |  64.72262 | -12.30231 | 0.4156 |    0.0223 |     photo_z |    3.2 |      0.9 |         30.65 |      10.84 |        4.15 |
| PSZ2 G205.93-39.64 |       2021713 |  64.75925 | -12.27263 | 0.4866 |    0.0144 |     photo_z |    5.8 |      1.6 |         30.67 |      10.85 |        4.16 |
| PSZ2 G205.93-39.64 |       1192893 |  64.51834 | -12.42626 | 0.4411 |    0.0188 |     photo_z |    4.3 |      1.2 |         32.49 |      11.49 |        4.40 |
| PSZ2 G205.93-39.64 |        868263 |  64.23791 | -11.37837 | 0.4333 |    0.0187 |     photo_z |    4.9 |      1.5 |         32.59 |      11.53 |        4.42 |
| PSZ2 G205.93-39.64 |       2093534 |  64.23324 | -11.33786 | 0.4531 |    0.0134 |     photo_z |    7.8 |      2.9 |         34.99 |      12.37 |        4.74 |
| PSZ2 G205.93-39.64 |        613638 |  64.21713 | -12.46974 | 0.4343 |    0.0182 |     photo_z |    3.8 |      2.0 |         36.16 |      12.79 |        4.90 |
| PSZ2 G208.60-26.00 |          2786 |  77.69948 |  -8.02927 | 0.2179 |    0.0051 |     photo_z |  105.2 |      8.6 |          0.02 |       0.01 |        0.00 |
| PSZ2 G208.60-26.00 |          7613 |  77.76497 |  -8.06376 | 0.2187 |    0.0054 |     photo_z |   24.8 |      4.8 |          4.43 |       0.97 |        0.45 |
| PSZ2 G208.60-26.00 |          1567 |  77.61851 |  -7.99952 | 0.1966 |    0.0049 |     photo_z |   14.3 |      3.0 |          5.11 |       1.12 |        0.52 |
| PSZ2 G208.60-26.00 |       3011025 |  77.84222 |  -8.12110 | 0.1981 |    0.0059 |     photo_z |   10.8 |      1.7 |         10.14 |       2.23 |        1.04 |
| PSZ2 G208.60-26.00 |       1411364 |  77.60117 |  -8.17452 | 0.2159 |    0.0072 |     photo_z |    7.5 |      4.1 |         10.49 |       2.31 |        1.08 |
| PSZ2 G208.60-26.00 |       2833555 |  77.70360 |  -7.82695 | 0.2227 |    0.0073 |     photo_z |    8.2 |      1.6 |         12.13 |       2.66 |        1.24 |
| PSZ2 G208.60-26.00 |        537029 |  77.52624 |  -7.84114 | 0.2321 |    0.0077 |     photo_z |    6.7 |      1.6 |         15.25 |       3.35 |        1.57 |
| PSZ2 G208.60-26.00 |       2898704 |  77.44858 |  -8.19205 | 0.1896 |    0.0053 |     photo_z |   11.2 |      2.1 |         17.81 |       3.91 |        1.83 |
| PSZ2 G208.60-26.00 |       1809111 |  77.98287 |  -8.31325 | 0.2023 |    0.0074 |     photo_z |    4.2 |      0.9 |         23.97 |       5.27 |        2.46 |
| PSZ2 G208.60-26.00 |         43476 |  77.69273 |  -7.56279 | 0.2160 |    0.0058 |     photo_z |   13.8 |      1.9 |         27.98 |       6.15 |        2.87 |
| PSZ2 G208.60-26.00 |       1484742 |  78.17764 |  -8.03479 | 0.1956 |    0.0085 |     photo_z |    3.7 |      1.3 |         28.43 |       6.25 |        2.92 |
| PSZ2 G208.60-26.00 |        286269 |  77.48974 |  -8.45541 | 0.1989 |    0.0068 |     photo_z |    4.2 |      1.6 |         28.45 |       6.25 |        2.92 |
| PSZ2 G208.60-26.00 |       2387022 |  77.81578 |  -7.55014 | 0.2201 |    0.0082 |     photo_z |    4.7 |      0.9 |         29.56 |       6.49 |        3.03 |
| PSZ2 G208.60-26.00 |         71950 |  77.25983 |  -8.27216 | 0.1929 |    0.0050 |     photo_z |   25.6 |      3.8 |         29.90 |       6.57 |        3.07 |
| PSZ2 G208.60-26.00 |       2290941 |  77.35512 |  -7.64581 | 0.2420 |    0.0078 |     photo_z |   10.0 |      3.1 |         30.77 |       6.76 |        3.16 |
| PSZ2 G208.60-26.00 |       3099099 |  77.41961 |  -7.58042 | 0.1845 |    0.0048 |     photo_z |   19.3 |      1.8 |         31.63 |       6.95 |        3.25 |
| PSZ2 G208.60-26.00 |       3194242 |  78.14133 |  -7.66403 | 0.1866 |    0.0055 |     photo_z |   11.1 |      2.7 |         34.21 |       7.52 |        3.51 |
| PSZ2 G208.60-26.00 |        543054 |  77.11491 |  -7.90537 | 0.1922 |    0.0062 |     photo_z |    5.4 |      1.1 |         35.50 |       7.80 |        3.64 |
| PSZ2 G208.60-26.00 |       1347711 |  77.97912 |  -7.48718 | 0.1873 |    0.0071 |     photo_z |    3.4 |      0.9 |         36.52 |       8.02 |        3.75 |
| PSZ2 G208.60-26.00 |       1722617 |  77.24896 |  -7.57992 | 0.2382 |    0.0109 |     photo_z |    5.8 |      1.7 |         37.98 |       8.34 |        3.90 |
| PSZ2 G208.60-26.00 |       2598960 |  77.61940 |  -7.38980 | 0.1856 |    0.0065 |     photo_z |    7.0 |      1.0 |         38.64 |       8.49 |        3.97 |
| PSZ2 G208.60-26.00 |        662239 |  77.03477 |  -7.97711 | 0.1873 |    0.0057 |     photo_z |    6.2 |      1.5 |         39.60 |       8.70 |        4.07 |
| PSZ2 G208.60-26.00 |       2650338 |  78.24719 |  -8.41898 | 0.2324 |    0.0102 |     photo_z |    8.3 |      2.7 |         40.08 |       8.81 |        4.12 |
| PSZ2 G208.60-26.00 |       2417915 |  77.71561 |  -7.35120 | 0.2282 |    0.0082 |     photo_z |    4.3 |      1.3 |         40.68 |       8.94 |        4.18 |
| PSZ2 G208.60-26.00 |        860952 |  77.01386 |  -8.02017 | 0.2447 |    0.0072 |     photo_z |   12.9 |      1.8 |         40.72 |       8.95 |        4.18 |
| PSZ2 G208.60-26.00 |       2346428 |  78.33586 |  -7.75772 | 0.1789 |    0.0071 |     photo_z |    4.8 |      1.2 |         41.19 |       9.05 |        4.23 |
| PSZ2 G208.60-26.00 |       2186277 |  78.16353 |  -8.55901 | 0.1857 |    0.0079 |     photo_z |    5.1 |      1.4 |         42.09 |       9.25 |        4.32 |
| PSZ2 G208.60-26.00 |       2079302 |  77.66201 |  -8.76329 | 0.2513 |    0.0140 |     photo_z |    4.6 |      1.0 |         44.11 |       9.69 |        4.53 |
| PSZ2 G208.60-26.00 |        183432 |  76.96823 |  -7.86572 | 0.2432 |    0.0074 |     photo_z |    9.8 |      1.5 |         44.53 |       9.78 |        4.57 |
| PSZ2 G208.60-26.00 |        675553 |  77.86649 |  -7.29847 | 0.1902 |    0.0070 |     photo_z |    3.5 |      1.0 |         44.95 |       9.88 |        4.61 |
| PSZ2 G208.60-26.00 |        339923 |  78.04344 |  -7.34958 | 0.2159 |    0.0083 |     photo_z |    3.5 |      1.3 |         45.62 |      10.02 |        4.68 |
| PSZ2 G208.60-26.00 |       2096142 |  78.19791 |  -8.63919 | 0.2146 |    0.0079 |     photo_z |    4.5 |      1.4 |         47.09 |      10.35 |        4.83 |
| PSZ2 G208.60-26.00 |        104523 |  76.90207 |  -7.98630 | 0.1860 |    0.0075 |     photo_z |    6.9 |      2.9 |         47.43 |      10.42 |        4.87 |
| PSZ2 G241.11-28.68 |          2676 |  85.76182 | -35.99056 | 0.3992 |    0.0090 |     photo_z |   10.1 |      5.9 |          1.23 |       0.42 |        0.23 |
| PSZ2 G241.11-28.68 |       3490933 |  85.68111 | -35.97395 | 0.3973 |    0.0079 |     photo_z |  116.0 |      5.6 |          2.82 |       0.97 |        0.53 |
| PSZ2 G241.11-28.68 |       2729738 |  85.92880 | -35.98670 | 0.4464 |    0.0111 |     photo_z |    8.4 |      1.8 |          9.27 |       3.17 |        1.74 |
| PSZ2 G241.11-28.68 |         95731 |  85.52943 | -35.96942 | 0.3979 |    0.0119 |     photo_z |   25.3 |      2.6 |         10.16 |       3.48 |        1.91 |
| PSZ2 G241.11-28.68 |       1911049 |  85.53885 | -35.87103 | 0.4221 |    0.0146 |     photo_z |    7.3 |      1.4 |         11.81 |       4.04 |        2.22 |
| PSZ2 G241.11-28.68 |        330903 |  85.64507 | -35.75366 | 0.4158 |    0.0166 |     photo_z |    7.1 |      1.6 |         14.54 |       4.97 |        2.73 |
| PSZ2 G241.11-28.68 |       1652423 |  85.47949 | -36.11783 | 0.4063 |    0.0109 |     photo_z |   21.2 |      2.5 |         14.89 |       5.09 |        2.80 |
| PSZ2 G241.11-28.68 |        544349 |  85.83182 | -35.71198 | 0.4113 |    0.0195 |     photo_z |    4.2 |      1.3 |         16.95 |       5.80 |        3.19 |
| PSZ2 G241.11-28.68 |       2771103 |  85.91419 | -35.71639 | 0.4000 |    0.0176 |     photo_z |    5.4 |      1.9 |         18.20 |       6.23 |        3.42 |
| PSZ2 G241.11-28.68 |        273842 |  85.73224 | -35.65734 | 0.3902 |    0.0157 |     photo_z |    5.9 |      1.1 |         19.60 |       6.71 |        3.68 |
| PSZ2 G241.11-28.68 |        544763 |  85.99272 | -35.70030 | 0.3819 |    0.0205 |     photo_z |    5.2 |      1.4 |         21.06 |       7.20 |        3.96 |
| PSZ2 G241.11-28.68 |       2337858 |  85.61685 | -35.62981 | 0.4147 |    0.0102 |     photo_z |   27.6 |      2.4 |         22.05 |       7.54 |        4.15 |
| PSZ2 G241.11-28.68 |        600482 |  85.71899 | -35.59402 | 0.3845 |    0.0224 |     photo_z |    3.5 |      1.2 |         23.42 |       8.01 |        4.40 |
| PSZ2 G241.11-28.68 |       2275287 |  85.81884 | -35.56426 | 0.4268 |    0.0159 |     photo_z |    4.8 |      1.4 |         25.49 |       8.72 |        4.79 |
| PSZ2 G241.76-30.88 |          1005 |  83.23193 | -37.02668 | 0.2808 |    0.0051 |     photo_z |  155.1 |      7.3 |          0.08 |       0.02 |        0.01 |
| PSZ2 G241.76-30.88 |       1417616 |  83.15365 | -36.96837 | 0.2880 |    0.0153 |     photo_z |    8.3 |      5.0 |          5.16 |       1.34 |        0.61 |
| PSZ2 G241.76-30.88 |        359243 |  83.34274 | -36.98894 | 0.2856 |    0.0085 |     photo_z |    6.0 |      1.4 |          5.70 |       1.48 |        0.68 |
| PSZ2 G241.76-30.88 |          6039 |  83.36275 | -37.07079 | 0.2722 |    0.0101 |     photo_z |    6.2 |      1.8 |          6.75 |       1.75 |        0.80 |
| PSZ2 G241.76-30.88 |       1944669 |  83.03230 | -37.03028 | 0.2818 |    0.0079 |     photo_z |   22.7 |      3.1 |          9.63 |       2.50 |        1.15 |
| PSZ2 G241.76-30.88 |       1559328 |  83.44525 | -37.00687 | 0.2894 |    0.0115 |     photo_z |    8.5 |      2.0 |         10.22 |       2.65 |        1.22 |
| PSZ2 G241.76-30.88 |       1930572 |  83.43688 | -36.87436 | 0.2482 |    0.0110 |     photo_z |    3.8 |      1.2 |         13.35 |       3.46 |        1.59 |
| PSZ2 G241.76-30.88 |        682733 |  83.51948 | -36.98899 | 0.2990 |    0.0153 |     photo_z |    6.5 |      1.7 |         13.89 |       3.60 |        1.65 |
| PSZ2 G241.76-30.88 |       3341006 |  83.21086 | -37.31540 | 0.2803 |    0.0084 |     photo_z |   14.8 |      2.6 |         17.39 |       4.51 |        2.07 |
| PSZ2 G241.76-30.88 |         68892 |  83.58793 | -36.88717 | 0.2673 |    0.0062 |     photo_z |   24.3 |      3.2 |         18.94 |       4.91 |        2.25 |
| PSZ2 G241.76-30.88 |       3052006 |  83.31385 | -36.67843 | 0.2924 |    0.0150 |     photo_z |    5.4 |      1.0 |         21.22 |       5.51 |        2.53 |
| PSZ2 G241.76-30.88 |          1128 |  83.74327 | -36.94637 | 0.2812 |    0.0057 |     photo_z |   74.0 |      4.7 |         24.90 |       6.46 |        2.96 |
| PSZ2 G241.76-30.88 |           193 |  83.70528 | -36.85128 | 0.2747 |    0.0060 |     photo_z |   18.4 |      4.2 |         24.95 |       6.47 |        2.97 |
| PSZ2 G241.76-30.88 |        343078 |  83.14134 | -37.44661 | 0.3055 |    0.0163 |     photo_z |    3.4 |      1.3 |         25.61 |       6.65 |        3.05 |
| PSZ2 G241.76-30.88 |         58548 |  83.00151 | -36.63882 | 0.2671 |    0.0102 |     photo_z |    9.4 |      1.7 |         25.77 |       6.69 |        3.07 |
| PSZ2 G241.76-30.88 |       1503548 |  82.58083 | -36.92634 | 0.2770 |    0.0123 |     photo_z |    9.0 |      1.8 |         31.84 |       8.26 |        3.79 |
| PSZ2 G241.76-30.88 |          6702 |  83.88400 | -36.86327 | 0.2821 |    0.0073 |     photo_z |   17.1 |      2.7 |         32.70 |       8.49 |        3.89 |
| PSZ2 G241.76-30.88 |       2999655 |  83.80389 | -37.35024 | 0.2827 |    0.0142 |     photo_z |    4.5 |      1.1 |         33.50 |       8.69 |        3.99 |
| PSZ2 G241.76-30.88 |       1049403 |  83.13386 | -36.46653 | 0.3083 |    0.0120 |     photo_z |    8.0 |      2.6 |         33.91 |       8.80 |        4.04 |
| PSZ2 G241.76-30.88 |       3154243 |  83.00218 | -36.48770 | 0.2953 |    0.0172 |     photo_z |    3.7 |      1.2 |         34.16 |       8.87 |        4.07 |
| PSZ2 G241.76-30.88 |       1317287 |  83.88409 | -36.75371 | 0.2653 |    0.0124 |     photo_z |    4.7 |      1.1 |         35.25 |       9.15 |        4.20 |
| PSZ2 G241.76-30.88 |       1637072 |  82.74088 | -36.58972 | 0.3034 |    0.0168 |     photo_z |    3.3 |      1.1 |         35.29 |       9.16 |        4.20 |
| PSZ2 G241.76-30.88 |       2617351 |  83.71686 | -36.51945 | 0.2830 |    0.0080 |     photo_z |   15.7 |      2.3 |         38.26 |       9.93 |        4.56 |
| PSZ2 G241.76-30.88 |        748071 |  82.41925 | -37.07021 | 0.2870 |    0.0174 |     photo_z |    5.1 |      1.6 |         39.07 |      10.14 |        4.65 |
| PSZ2 G241.76-30.88 |        874498 |  82.47754 | -37.30247 | 0.2787 |    0.0098 |     photo_z |   13.9 |      1.9 |         39.76 |      10.32 |        4.73 |
| PSZ2 G241.76-30.88 |        871773 |  82.59113 | -37.45691 | 0.2573 |    0.0096 |     photo_z |    3.6 |      1.0 |         40.11 |      10.41 |        4.78 |
| PSZ2 G241.76-30.88 |         15732 |  83.23602 | -36.34551 | 0.2849 |    0.0079 |     photo_z |   27.7 |      2.9 |         40.84 |      10.60 |        4.86 |
| PSZ2 G241.76-30.88 |       3510561 |  83.66407 | -36.43735 | 0.2515 |    0.0128 |     photo_z |   10.9 |      5.9 |         40.95 |      10.63 |        4.88 |
| PSZ2 G241.76-30.88 |         40054 |  83.90284 | -36.59913 | 0.2720 |    0.0094 |     photo_z |    9.7 |      1.5 |         41.12 |      10.67 |        4.89 |
| PSZ2 G241.76-30.88 |        193598 |  84.03434 | -36.74609 | 0.2641 |    0.0119 |     photo_z |    6.8 |      1.5 |         41.95 |      10.89 |        4.99 |
| PSZ2 G259.98-63.43 |          2552 |  38.07738 | -44.34668 | 0.2840 |    0.0004 |   cg_spec_z |   35.1 |      5.4 |          0.10 |       0.03 |        0.01 |
| PSZ2 G259.98-63.43 |       2158222 |  37.94690 | -44.36644 | 0.2874 |    0.0060 |     photo_z |   61.3 |      4.3 |          5.77 |       1.53 |        0.67 |
| PSZ2 G259.98-63.43 |       2822170 |  38.24481 | -44.38782 | 0.2920 |    0.0142 |     photo_z |    6.0 |      1.3 |          7.61 |       2.02 |        0.88 |
| PSZ2 G259.98-63.43 |       2665353 |  37.92918 | -44.20742 | 0.2929 |    0.0107 |     photo_z |   12.8 |      1.8 |         10.44 |       2.77 |        1.21 |
| PSZ2 G259.98-63.43 |        353328 |  38.50802 | -44.44716 | 0.2937 |    0.0172 |     photo_z |    4.6 |      1.2 |         19.43 |       5.16 |        2.25 |
| PSZ2 G259.98-63.43 |       3130106 |  37.65867 | -44.16653 | 0.2656 |    0.0157 |     photo_z |    4.2 |      1.1 |         20.96 |       5.56 |        2.43 |
| PSZ2 G259.98-63.43 |       1179884 |  37.88387 | -44.66588 | 0.2897 |    0.0158 |     photo_z |    4.9 |      1.2 |         20.97 |       5.56 |        2.43 |
| PSZ2 G259.98-63.43 |        636592 |  37.62054 | -44.53307 | 0.2885 |    0.0161 |     photo_z |    4.9 |      1.1 |         22.61 |       6.00 |        2.62 |
| PSZ2 G259.98-63.43 |        365976 |  37.84446 | -44.77942 | 0.2774 |    0.0121 |     photo_z |    6.2 |      1.2 |         27.91 |       7.41 |        3.23 |
| PSZ2 G259.98-63.43 |       1601800 |  37.41321 | -44.32139 | 0.2730 |    0.0088 |     photo_z |   13.8 |      1.5 |         28.56 |       7.58 |        3.31 |
| PSZ2 G259.98-63.43 |       2741745 |  38.65149 | -44.61880 | 0.2597 |    0.0133 |     photo_z |    3.7 |      1.2 |         29.54 |       7.84 |        3.42 |
| PSZ2 G259.98-63.43 |       1982322 |  37.93710 | -44.83799 | 0.2599 |    0.0114 |     photo_z |    4.0 |      1.1 |         30.19 |       8.01 |        3.50 |
| PSZ2 G259.98-63.43 |       1011082 |  38.48008 | -44.76232 | 0.2814 |    0.0155 |     photo_z |    3.9 |      1.0 |         30.37 |       8.06 |        3.52 |
| PSZ2 G259.98-63.43 |       1370879 |  38.90864 | -44.23833 | 0.2878 |    0.0182 |     photo_z |    3.7 |      1.2 |         36.25 |       9.62 |        4.20 |
| PSZ2 G259.98-63.43 |       3085378 |  37.26272 | -44.09389 | 0.3085 |    0.0147 |     photo_z |    5.6 |      2.7 |         38.15 |      10.12 |        4.42 |
| PSZ2 G259.98-63.43 |       2795516 |  38.65365 | -43.85546 | 0.2893 |    0.0171 |     photo_z |    4.1 |      1.1 |         38.45 |      10.20 |        4.45 |
| PSZ2 G259.98-63.43 |       2817548 |  37.71430 | -44.96457 | 0.2796 |    0.0148 |     photo_z |    5.0 |      1.1 |         40.28 |      10.69 |        4.67 |
| PSZ2 G259.98-63.43 |       1433244 |  37.25374 | -43.96315 | 0.2767 |    0.0159 |     photo_z |    3.9 |      1.1 |         42.23 |      11.21 |        4.89 |
| PSZ2 G262.27-35.38 |          8294 |  79.15786 | -54.58214 | 0.2939 |    0.0008 | spec_z_boot |   56.1 |      5.2 |          3.73 |       1.02 |        0.54 |
| PSZ2 G262.27-35.38 |        979456 |  79.24457 | -54.55619 | 0.2930 |    0.0004 | spec_z_boot |   62.9 |     10.2 |          3.86 |       1.05 |        0.56 |
| PSZ2 G262.27-35.38 |       3052320 |  79.02050 | -54.47521 | 0.2956 |    0.0037 | spec_z_boot |    6.9 |      3.9 |          5.34 |       1.46 |        0.78 |
| PSZ2 G262.27-35.38 |           397 |  79.00843 | -54.45641 | 0.2953 |    0.0009 | spec_z_boot |   43.5 |     14.3 |          6.32 |       1.72 |        0.92 |
| PSZ2 G262.27-35.38 |        625989 |  79.19578 | -54.38460 | 0.2954 |    0.0009 | spec_z_boot |   30.4 |      3.4 |          8.26 |       2.25 |        1.20 |
| PSZ2 G262.27-35.38 |        672345 |  78.56909 | -54.48287 | 0.3080 |    0.0176 |     photo_z |    3.6 |      1.3 |         20.46 |       5.58 |        2.98 |
| PSZ2 G262.27-35.38 |       1766819 |  79.84514 | -54.58867 | 0.3166 |    0.0172 |     photo_z |    3.6 |      1.1 |         24.44 |       6.66 |        3.56 |
| PSZ2 G262.27-35.38 |       3357404 |  79.82637 | -54.69062 | 0.3034 |    0.0116 |     photo_z |   11.1 |      2.1 |         25.54 |       6.96 |        3.72 |
| PSZ2 G262.27-35.38 |        220500 |  79.32905 | -54.06780 | 0.2719 |    0.0138 |     photo_z |    6.7 |      2.3 |         27.82 |       7.58 |        4.06 |
| PSZ2 G262.27-35.38 |        595229 |  78.39179 | -54.35639 | 0.3013 |    0.0162 |     photo_z |    3.5 |      1.0 |         28.32 |       7.72 |        4.13 |
| PSZ2 G262.27-35.38 |        990981 |  78.20579 | -54.50161 | 0.2867 |    0.0095 |     photo_z |   13.6 |      1.6 |         33.01 |       9.00 |        4.81 |
| PSZ2 G262.27-35.38 |        315761 |  79.29399 | -55.07894 | 0.2637 |    0.0128 |     photo_z |    3.7 |      1.0 |         33.89 |       9.24 |        4.94 |
| PSZ2 G262.73-40.92 |           506 |  69.57368 | -54.32233 | 0.4217 |    0.0011 | spec_z_boot |  122.1 |      4.5 |          0.32 |       0.11 |        0.05 |
| PSZ2 G262.73-40.92 |        110033 |  69.66546 | -54.26738 | 0.4610 |    0.0103 |     photo_z |    6.7 |      1.7 |          4.28 |       1.47 |        0.71 |
| PSZ2 G262.73-40.92 |       1816202 |  69.38564 | -54.39538 | 0.4086 |    0.0133 |     photo_z |    4.7 |      1.8 |          8.21 |       2.81 |        1.36 |
| PSZ2 G262.73-40.92 |       2956421 |  69.36215 | -54.43181 | 0.4485 |    0.0126 |     photo_z |    4.4 |      1.3 |         10.21 |       3.49 |        1.69 |
| PSZ2 G262.73-40.92 |       2624560 |  69.58162 | -54.49137 | 0.3788 |    0.0126 |     photo_z |   16.1 |      2.3 |         10.40 |       3.56 |        1.72 |
| PSZ2 G262.73-40.92 |       2876614 |  69.83673 | -54.47337 | 0.4171 |    0.0190 |     photo_z |    5.1 |      1.5 |         12.96 |       4.43 |        2.14 |
| PSZ2 G262.73-40.92 |        763185 |  69.39546 | -54.52755 | 0.4079 |    0.0173 |     photo_z |    3.9 |      1.2 |         14.11 |       4.83 |        2.33 |
| PSZ2 G262.73-40.92 |       2947104 |  69.23723 | -54.46830 | 0.4150 |    0.0146 |     photo_z |    5.7 |      1.6 |         14.97 |       5.12 |        2.47 |
| PSZ2 G262.73-40.92 |       3153767 |  69.25131 | -54.15155 | 0.4428 |    0.0116 |     photo_z |    4.2 |      1.8 |         15.23 |       5.21 |        2.52 |
| PSZ2 G262.73-40.92 |       1901889 |  69.37091 | -54.08888 | 0.4542 |    0.0109 |     photo_z |    4.5 |      1.3 |         15.57 |       5.33 |        2.57 |
| PSZ2 G262.73-40.92 |        688385 |  69.51936 | -54.58138 | 0.4169 |    0.0199 |     photo_z |    3.5 |      0.8 |         15.94 |       5.45 |        2.63 |
| PSZ2 G262.73-40.92 |        506237 |  69.88260 | -54.52144 | 0.4634 |    0.0121 |     photo_z |    4.1 |      1.3 |         16.16 |       5.53 |        2.67 |
| PSZ2 G262.73-40.92 |       2769847 |  69.81634 | -54.57266 | 0.3853 |    0.0156 |     photo_z |    8.1 |      1.8 |         17.38 |       5.95 |        2.87 |
| PSZ2 G262.73-40.92 |         31907 |  69.35988 | -54.57870 | 0.4458 |    0.0107 |     photo_z |    4.0 |      1.6 |         17.41 |       5.96 |        2.88 |
| PSZ2 G262.73-40.92 |       1694972 |  69.35280 | -54.62072 | 0.4449 |    0.0099 |     photo_z |   11.8 |      2.8 |         19.80 |       6.78 |        3.27 |
| PSZ2 G262.73-40.92 |        958885 |  69.69346 | -54.65115 | 0.4562 |    0.0104 |     photo_z |    6.0 |      1.1 |         20.38 |       6.97 |        3.37 |
| PSZ2 G262.73-40.92 |       3377318 |  69.01053 | -54.46544 | 0.3909 |    0.0198 |     photo_z |    9.7 |      1.7 |         21.75 |       7.44 |        3.59 |
| PSZ2 G262.73-40.92 |       2590899 |  69.58235 | -53.93656 | 0.4336 |    0.0140 |     photo_z |    3.5 |      1.1 |         22.89 |       7.83 |        3.78 |
| PSZ2 G262.73-40.92 |       1084526 |  69.84045 | -53.96213 | 0.4592 |    0.0114 |     photo_z |    4.0 |      1.1 |         23.24 |       7.95 |        3.84 |
| PSZ2 G262.73-40.92 |       2315159 |  69.09634 | -54.58557 | 0.4580 |    0.0116 |     photo_z |    5.7 |      2.0 |         23.27 |       7.96 |        3.85 |
| PSZ2 G262.73-40.92 |        141157 |  69.23250 | -54.66875 | 0.3922 |    0.0190 |     photo_z |    6.9 |      1.2 |         24.27 |       8.30 |        4.01 |
| PSZ2 G262.73-40.92 |       2594970 |  68.89046 | -54.37549 | 0.3821 |    0.0175 |     photo_z |    7.3 |      1.4 |         24.33 |       8.32 |        4.02 |
| PSZ2 G262.73-40.92 |         42450 |  69.09666 | -54.02623 | 0.4232 |    0.0116 |     photo_z |   11.4 |      1.5 |         24.36 |       8.34 |        4.03 |
| PSZ2 G262.73-40.92 |         68019 |  70.00000 | -53.96256 | 0.4674 |    0.0097 |     photo_z |   10.3 |      1.8 |         25.95 |       8.88 |        4.29 |
| PSZ2 G262.73-40.92 |       2436065 |  70.18717 | -54.56823 | 0.3752 |    0.0138 |     photo_z |    9.8 |      2.1 |         25.99 |       8.89 |        4.30 |
| PSZ2 G262.73-40.92 |       2006980 |  70.33596 | -54.36458 | 0.4397 |    0.0108 |     photo_z |    6.8 |      1.5 |         26.62 |       9.11 |        4.40 |
| PSZ2 G262.73-40.92 |       3236777 |  70.33347 | -54.41652 | 0.3736 |    0.0127 |     photo_z |   17.7 |      2.1 |         27.02 |       9.25 |        4.47 |
