|   name |               Cluster Name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |                    CHANCES |                   Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|  75219 |                 ABELL 1822 | -150.34643 | -25.39612 | 0.161 | 321.52 |  39.59 |    False |   False |                            |              ABELL 1822 |  75219 |                     |                    |                 |          |                   |
|  82418 |                      82418 |  161.15239 | -35.29662 | 0.161 | 275.63 |  45.59 |    False |   False |                            |                         |  82418 |                     |                    |                 |          |                   |
|  99447 |                 ABELL 2746 |    3.56222 | -66.07598 | 0.161 | 308.86 |  49.35 |    False |   False |                            |              ABELL 2746 |  99447 |                     | PSZ2 G308.85-50.61 |                 |          | MCXC J0014.3-6604 |
|  66133 |                  Abell0907 |  149.59222 | -11.05968 | 0.162 | 249.37 |  64.08 |    False |    True |                  Abell0907 |              ABELL 0907 |  66133 |                     | PSZ2 G249.38+33.26 |                 |          |                   |
|  66116 |                  Abell0901 |  149.10679 |  -9.95218 | 0.162 | 248.00 |  43.11 |    False |   False |                  Abell0901 |              ABELL 0901 |  66116 |                     | PSZ2 G247.97+33.52 |                 |          |                   |
|  88217 |                 ABELL 3068 |   43.80408 | -44.35668 | 0.163 | 255.91 |  40.29 |    False |   False |                            |              ABELL 3068 |  88217 |                     |                    |                 |          |                   |
|  95056 |         PSZ2 G263.68-22.55 |  101.38372 | -54.22751 | 0.163 | 263.68 | 120.29 |     True |   False |         PSZ2 G263.68-22.55 |              ABELL 3404 |  95056 | ACT-CL J0645.4-5413 | PSZ2 G263.68-22.55 |                 |          | MCXC J0645.4-5413 |
|  55513 |                 ABELL 0286 |   29.61987 |  -1.78603 | 0.163 | 158.13 |  59.13 |    False |    True |                            |              ABELL 0286 |  55513 | ACT-CL J0158.4-0145 |                    |                 |          |                   |
|  53060 |                 ABELL 1463 | -178.85043 |   3.94826 | 0.164 | 275.14 |  71.67 |    False |    True |                            |              ABELL 1463 |  53060 |                     |                    |                 |          |                   |
|  72988 |                 ABELL 0353 |   36.82108 | -22.08045 | 0.164 | 205.13 |  52.80 |    False |    True |                            |              ABELL 0353 |  72988 |                     |                    |                 |          |                   |
|  51062 |                 ABELL 0293 |   30.46532 |   3.74851 | 0.164 | 154.47 |  61.15 |    False |    True |                            |              ABELL 0293 |  51062 |                     |                    |                 |          |                   |
|  59025 |                      59025 |  -45.03376 |   1.23698 | 0.164 |  50.09 |  44.00 |    False |   False |                            |                         |  59025 |                     |                    |                 |          |                   |
|  52589 |                      52589 |  149.49011 |   3.46065 | 0.165 | 234.95 |  44.09 |    False |   False |                            |                         |  52589 |                     |                    |                 |          |                   |
|  88043 |                 ABELL 2925 |   23.34437 | -45.19657 | 0.165 | 280.81 |  47.58 |    False |   False |                            |              ABELL 2925 |  88043 |                     |                    |                 |          |                   |
|  74549 |                 ABELL 0955 |  153.22555 | -24.45964 | 0.166 | 262.78 |  84.33 |    False |    True |                            |              ABELL 0955 |  74549 |                     | PSZ2 G262.83+25.77 |                 |          |                   |
|  77685 |                 ABELL 3340 |   81.27478 | -30.93980 | 0.166 | 234.40 |  38.69 |    False |   False |                            |              ABELL 3340 |  77685 |                     |                    |                 |          |                   |
