|                name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |            CHANCES |                   Abell |               PSZ2 |
| ACT-CL J0127.2+0020 |   21.81883 |   0.34519 | 0.380 | 141.80 |  5.32 |    False |    True | STRIPE82_0032 |                    |                         |                    |
| ACT-CL J0127.6-0745 |   21.90157 |  -7.76664 | 0.382 | 148.47 |  2.61 |    False |   False |               |                    |                         |                    |
| ACT-CL J0128.7-0741 |   22.18849 |  -7.68815 | 0.387 | 149.11 |  2.92 |    False |   False |               |                    |                         |                    |
| ACT-CL J0129.0-0845 |   22.25714 |  -8.75644 | 0.358 | 150.50 |  5.39 |    False |    True |               |                    |                         |                    |
| ACT-CL J0129.2-1343 |   22.30725 | -13.71777 | 0.364 | 158.15 |  4.23 |    False |   False |               |                    |                         |                    |
| ACT-CL J0130.4+0029 |   22.61945 |   0.48610 | 0.342 | 143.29 |  2.27 |    False |   False | STRIPE82_0034 |                    |                         |                    |
| ACT-CL J0131.0-5904 |   22.76563 | -59.07556 | 0.414 | 293.51 |  3.77 |    False |   False |  SPLUS-s46s10 |                    |                         |                    |
| ACT-CL J0131.4-0444 |   22.85410 |  -4.74596 | 0.217 | 147.76 |  2.35 |    False |   False |               |                    |                         |                    |
| ACT-CL J0131.8-1336 |   22.97494 | -13.61586 | 0.206 | 159.90 |  7.62 |    False |    True |               |         Abell 0209 |              ABELL 0209 | PSZ2 G159.91-73.50 |
| ACT-CL J0132.0-3450 |   23.00531 | -34.84252 | 0.163 | 257.03 |  2.66 |    False |   False |  SPLUS-s27s15 |                    |                         |                    |
| ACT-CL J0134.4-2606 |   23.61334 | -26.10163 | 0.164 | 209.27 |  2.43 |    False |   False |  SPLUS-s20s17 |                    |              ABELL 0214 | PSZ2 G209.17-80.38 |
| ACT-CL J0135.0-1422 |   23.76251 | -14.37924 | 0.405 | 163.67 |  3.79 |    False |   False |               |                    |                         |                    |
| ACT-CL J0135.2-2328 |   23.80422 | -23.47914 | 0.228 | 195.09 |  3.76 |    False |   False |  SPLUS-s18s17 |                    |              ABELL 0215 | PSZ2 G195.03-79.43 |
| ACT-CL J0135.7-3322 |   23.93746 | -33.37080 | 0.340 | 248.76 |  2.69 |    False |   False |  SPLUS-s26s16 |                    |                         |                    |
| ACT-CL J0135.9-2044 |   23.97736 | -20.74429 | 0.379 | 183.15 |  5.24 |    False |   False |  SPLUS-s16s18 |                    |                         |                    |
| ACT-CL J0136.2-3359 |   24.06920 | -33.99588 | 0.302 | 251.12 |  3.26 |    False |   False |  SPLUS-s26s16 |                    |                         | PSZ2 G251.13-78.15 |
| ACT-CL J0137.4-0009 |   24.36668 |  -0.16035 | 0.349 | 147.11 |  2.45 |    False |   False | STRIPE82_0035 |                    |                         |                    |
| ACT-CL J0137.4-1956 |   24.37457 | -19.93974 | 0.264 | 181.10 |  5.69 |    False |    True |  SPLUS-s16s18 |                    | 2MASS J01372980-1956465 |                    |
| ACT-CL J0137.5-1259 |   24.38825 | -12.98669 | 0.217 | 162.54 |  4.91 |    False |    True |               |                    |              ABELL 0222 |                    |
| ACT-CL J0137.9-0338 |   24.49733 |  -3.64428 | 0.236 | 150.29 |  2.37 |    False |   False |               |                    |                         |                    |
| ACT-CL J0138.0-2155 |   24.52128 | -21.92681 | 0.338 | 189.33 |  6.34 |    False |    True |  SPLUS-s17s18 |                    |                         |                    |
| ACT-CL J0139.0-0415 |   24.76251 |  -4.25829 | 0.314 | 151.43 |  2.50 |    False |   False |               |                    |                         |                    |
| ACT-CL J0139.2-0740 |   24.81726 |  -7.66770 | 0.263 | 155.35 |  3.72 |    False |   False |               |                    |                         |                    |
| ACT-CL J0139.3-1122 |   24.84913 | -11.37407 | 0.268 | 160.82 |  5.32 |    False |    True |               |                    |              ABELL 0230 | PSZ2 G160.83-70.63 |
| ACT-CL J0139.4-3831 |   24.87191 | -38.53021 | 0.432 | 264.54 |  2.50 |    False |   False |  SPLUS-s30s15 |                    |                         |                    |
| ACT-CL J0140.0-3410 |   25.01968 | -34.17749 | 0.401 | 249.90 |  5.96 |    False |    True |  SPLUS-s27s16 |                    |                         |                    |
| ACT-CL J0141.5-2024 |   25.38093 | -20.41238 | 0.266 | 185.21 |  3.71 |    False |   False |  SPLUS-s16s19 |                    |                         |                    |
| ACT-CL J0144.4-0738 |   26.11429 |  -7.64406 | 0.403 | 158.18 |  3.81 |    False |   False |               |                    |                         |                    |
| ACT-CL J0144.6-4807 |   26.16421 | -48.12852 | 0.318 | 280.20 |  2.34 |    False |   False |  SPLUS-s37s14 |                    |                         |                    |
| ACT-CL J0144.6-2213 |   26.16623 | -22.22980 | 0.278 | 193.76 |  5.74 |    False |    True |  SPLUS-s17s19 |                    |     NVSS J014440-221348 |                    |
| ACT-CL J0144.9-0710 |   26.24167 |  -7.17062 | 0.190 | 157.84 |  2.20 |    False |   False |               |                    |                         |                    |
| ACT-CL J0144.9-0731 |   26.24438 |  -7.53124 | 0.403 | 158.32 |  3.49 |    False |   False |               |                    |                         |                    |
| ACT-CL J0144.9-5301 |   26.24502 | -53.02204 | 0.118 | 285.52 |  4.23 |    False |    True |  SPLUS-s41s13 |                    |              ABELL 2941 | PSZ2 G285.52-62.23 |
| ACT-CL J0145.1-4252 |   26.28695 | -42.87936 | 0.447 | 271.70 |  3.55 |    False |   False |  SPLUS-s33s15 |                    |                         |                    |
| ACT-CL J0146.3-1813 |   26.58995 | -18.22039 | 0.246 | 180.64 |  3.41 |    False |   False |  SPLUS-s14s20 |                    |             ABELL S0190 |                    |
| ACT-CL J0146.7-2156 |   26.68192 | -21.94304 | 0.331 | 193.51 |  3.40 |    False |   False |  SPLUS-s17s19 |                    |                         |                    |
| ACT-CL J0146.9-0929 |   26.73038 |  -9.49533 | 0.443 | 162.14 |  4.52 |    False |   False |               |                    |                         |                    |
| ACT-CL J0147.4-0318 |   26.87346 |  -3.30982 | 0.261 | 154.71 |  2.03 |    False |   False |               |                    |              ABELL 0254 |                    |
| ACT-CL J0148.0-0544 |   27.00282 |  -5.73601 | 0.135 | 157.64 |  2.15 |    False |   False |               |                    |                         |                    |
| ACT-CL J0148.2-3155 |   27.06609 | -31.92768 | 0.147 | 237.56 |  2.47 |    False |   False |  SPLUS-s25s18 |                    |              ABELL 2943 |                    |
| ACT-CL J0148.6-0856 |   27.17086 |  -8.94587 | 0.446 | 162.26 |  3.00 |    False |   False |               |                    |                         |                    |
| ACT-CL J0149.1-2004 |   27.28750 | -20.08333 | 0.448 | 187.93 |  3.11 |    False |   False |  SPLUS-s16s20 |                    |                         |                    |
| ACT-CL J0149.3-0111 |   27.33101 |  -1.18582 | 0.430 | 153.50 |  4.00 |    False |   False | STRIPE82_0039 |                    |                         |                    |
| ACT-CL J0149.4-3825 |   27.36110 | -38.43064 | 0.382 | 259.52 |  3.60 |    False |   False |  SPLUS-s30s17 |                    |                         |                    |
| ACT-CL J0150.3-1005 |   27.59773 | -10.08791 | 0.365 | 164.92 |  4.30 |    False |   False |               |                    |                         |                    |
| ACT-CL J0150.6-4511 |   27.65106 | -45.18687 | 0.289 | 273.63 |  3.70 |    False |   False |  SPLUS-s35s16 |                    |                         | PSZ2 G273.69-68.38 |
| ACT-CL J0151.1-5654 |   27.78347 | -56.91383 | 0.288 | 287.38 |  2.93 |    False |   False |  SPLUS-s44s12 |                    |                         |                    |
| ACT-CL J0151.4-2421 |   27.86250 | -24.35015 | 0.414 | 204.66 |  3.59 |    False |   False |  SPLUS-s19s20 |                    |                         |                    |
| ACT-CL J0151.6-2859 |   27.90433 | -28.99596 | 0.392 | 224.45 |  5.92 |    False |    True |  SPLUS-s23s19 |                    |                         | PSZ2 G224.40-76.54 |
| ACT-CL J0151.9-0523 |   27.99831 |  -5.38923 | 0.227 | 159.18 |  1.84 |    False |   False |               |                    |                         |                    |
| ACT-CL J0152.2-4859 |   28.05500 | -48.99001 | 0.386 | 278.74 |  2.49 |    False |   False |  SPLUS-s38s15 |                    |                         |                    |
| ACT-CL J0152.5-2853 |   28.14147 | -28.88793 | 0.413 | 223.92 |  7.74 |    False |    True |  SPLUS-s23s19 |                    |                         | PSZ2 G224.03-76.42 |
| ACT-CL J0152.6+0100 |   28.16984 |   1.00186 | 0.229 | 153.04 |  8.28 |    False |    True | STRIPE82_0042 |                    |              ABELL 0267 | PSZ2 G153.00-58.26 |
| ACT-CL J0153.5-0118 |   28.38376 |  -1.31065 | 0.244 | 155.50 |  2.50 |    False |   False | STRIPE82_0041 |                    |                         | PSZ2 G155.46-60.15 |
| ACT-CL J0153.9-0309 |   28.48932 |  -3.16662 | 0.443 | 157.58 |  2.62 |    False |   False |               |                    |                         |                    |
| ACT-CL J0154.4-0801 |   28.61779 |  -8.02023 | 0.373 | 163.84 |  2.84 |    False |   False |               |                    |                         |                    |
| ACT-CL J0154.4-0321 |   28.61828 |  -3.35947 | 0.442 | 158.02 |  7.24 |    False |    True |               |                    |                         |                    |
| ACT-CL J0154.5-0039 |   28.63306 |  -0.65017 | 0.444 | 155.31 |  3.22 |    False |   False | STRIPE82_0041 |                    |                         |                    |
| ACT-CL J0154.7-0824 |   28.67590 |  -8.41563 | 0.219 | 164.53 |  2.90 |    False |   False |               |                    |                         |                    |
| ACT-CL J0155.0-0615 |   28.75101 |  -6.25560 | 0.128 | 161.70 |  1.96 |    False |   False |               |                    |              ABELL 0274 |                    |
| ACT-CL J0155.9-0859 |   28.98494 |  -8.98840 | 0.306 | 165.99 |  2.88 |    False |   False |               |                    |                         |                    |
| ACT-CL J0156.4-5424 |   29.11391 | -54.41110 | 0.407 | 283.78 |  2.90 |    False |   False |  SPLUS-s42s14 |                    |                         |                    |
| ACT-CL J0156.5-3352 |   29.13752 | -33.88333 | 0.408 | 242.65 |  2.62 |    False |   False |  SPLUS-s26s19 |                    |                         |                    |
| ACT-CL J0156.6+0050 |   29.15939 |   0.84719 | 0.218 | 154.84 |  2.67 |    False |   False | STRIPE82_0044 |                    |                         |                    |
| ACT-CL J0156.8-0424 |   29.22217 |  -4.40574 | 0.138 | 160.30 |  2.55 |    False |   False |               |                    |                         |                    |
| ACT-CL J0157.2-5820 |   29.31179 | -58.34884 | 0.219 | 287.22 |  3.34 |    False |   False |  SPLUS-s45s13 |                    |             ABELL S0208 |                    |
| ACT-CL J0157.5-1247 |   29.39582 | -12.79576 | 0.326 | 173.39 |  3.78 |    False |   False |               |                    |                         |                    |
| ACT-CL J0158.2-3815 |   29.56059 | -38.26587 | 0.368 | 255.64 |  4.21 |    False |   False |  SPLUS-s30s18 |                    |                         |                    |
| ACT-CL J0158.4-0145 |   29.60334 |  -1.76327 | 0.163 | 158.08 |  2.11 |    False |   False |               |                    |              ABELL 0286 |                    |
| ACT-CL J0159.0-3413 |   29.75408 | -34.22240 | 0.413 | 243.12 |  9.06 |    False |    True |  SPLUS-s27s19 | PSZ2 G243.15-73.84 |                         | PSZ2 G243.15-73.84 |
| ACT-CL J0159.0+0421 |   29.76279 |   4.35421 | 0.440 | 152.91 |  2.84 |    False |   False |               |                    |                         |                    |
| ACT-CL J0159.2+0030 |   29.82073 |   0.50804 | 0.384 | 156.24 |  2.96 |    False |   False | STRIPE82_0044 |                    |                         |                    |
| ACT-CL J0159.3-3331 |   29.83742 | -33.52254 | 0.411 | 240.66 |  5.98 |    False |    True |  SPLUS-s26s19 |                    |                         | PSZ2 G240.71-74.03 |
| ACT-CL J0159.5-0005 |   29.88333 |  -0.09578 | 0.155 | 156.90 |  2.03 |    False |   False | STRIPE82_0043 |                    |                         |                    |
| ACT-CL J0159.8-0849 |   29.95932 |  -8.83065 | 0.405 | 167.59 |  9.41 |    False |    True |               |                    |                         | PSZ2 G167.66-65.59 |
| ACT-CL J0200.2-2134 |   30.07500 | -21.57918 | 0.333 | 197.17 |  3.19 |    False |   False |  SPLUS-s17s21 |                    |                         |                    |
| ACT-CL J0200.3-2236 |   30.09589 | -22.60415 | 0.278 | 200.57 |  3.50 |    False |   False |  SPLUS-s18s21 |                    |             ABELL S0213 |                    |
| ACT-CL J0200.4-0839 |   30.10559 |  -8.65560 | 0.403 | 167.59 |  2.53 |    False |   False |               |                    |                         |                    |
| ACT-CL J0201.6-0211 |   30.42381 |  -2.19892 | 0.196 | 159.93 |  4.02 |    False |   False |               |                    |              ABELL 0291 |                    |
| ACT-CL J0202.0-1703 |   30.50388 | -17.05955 | 0.310 | 184.89 |  4.10 |    False |   False |  SPLUS-s14s22 |                    |                         |                    |
| ACT-CL J0202.0-1004 |   30.51257 | -10.07500 | 0.259 | 170.59 |  2.90 |    False |   False |               |                    |                         |                    |
| ACT-CL J0203.0-0042 |   30.75104 |  -0.70721 | 0.435 | 158.93 |  2.75 |    False |   False | STRIPE82_0045 |                    |                         |                    |
